LimesLimits_ID;Site_type;BM_GROUP;IMP_GROUP;DIV_AWG;DUR_GROUP;HOUSE_GROUP;HCLASS
833;rural settlement;1;2;1;0;0;1
835;"rural settlement; watchtower?";2;5;3;1;0;5
837;rural settlement;1;2;1;1;0;1
839;castellum?;1;1;0;2;0;
840;castellum?;1;1;0;0;0;
841;"civil settlement; road; cult site";4;6;3;1;0;
842;"civil settlement; military camp(s)";4;6;3;2;0;
844;cult site?;3;1;0;0;0;
845;castellum;3;7;5;4;0;
847;rural settlement;3;3;2;0;0;6
848;rural settlement?;1;2;1;3;0;1
849;rural settlement;1;7;4;0;0;4
853;road;1;1;0;0;0;
855;rural settlement;1;7;5;0;0;4
856;rural settlement;4;7;5;1;0;7
857;rural settlement;1;2;1;1;0;1
859;rural settlement;1;2;1;0;0;1
860;rural settlement;1;5;3;0;0;3
862;rural settlement?;1;1;0;0;0;1
863;rural settlement?;1;2;1;0;0;1
864;"rural settlement; road; burial(s)";2;7;5;0;0;5
865;rural settlement;1;7;4;0;0;4
866;rural settlement;1;5;2;1;0;3
867;rural settlement;2;5;2;1;0;5
868;rural settlement;1;7;3;0;0;4
869;rural settlement;3;3;2;0;0;6
870;rural settlement;1;2;1;0;0;1
871;rural settlement;3;4;2;0;0;6
872;rural settlement;1;5;3;1;0;3
873;"rural settlement; burial(s)?; road?";1;6;4;3;0;3
875;"military settlement; burial(s); road";4;7;5;0;0;
879;rural settlement, stone-built;4;7;5;0;0;7
880;rural settlement?;1;1;0;0;0;1
881;rural settlement;1;7;4;2;0;4
882;rural settlement;2;7;4;0;0;5
883;rural settlement?;1;6;4;0;0;3
884;rural settlement;1;2;1;3;0;1
886;rural settlement;1;7;4;3;0;4
887;burial(s)?;1;5;1;0;0;
888;rural settlement;1;7;5;2;0;4
889;rural settlement;4;7;4;1;0;7
890;rural settlement;1;4;2;0;0;2
891;rural settlement;4;6;4;0;0;7
896;burial(s);1;7;5;0;0;
897;rural settlement;1;6;3;0;0;3
898;rural settlement;1;6;3;1;0;3
899;burial(s);1;6;4;0;0;
900;rural settlement;2;5;3;0;0;5
901;"rural settlement; burial(s)";1;5;3;0;0;3
902;rural settlement;2;5;3;0;0;5
903;burial(s);3;6;3;0;0;
904;rural settlement;1;2;1;3;0;1
1000;rural settlement;3;3;2;1;0;6
1001;burial(s);1;5;1;0;0;
1002;rural settlement;1;6;2;0;0;3
1003;rural settlement;1;6;4;0;0;3
1004;rural settlement;1;6;2;0;0;3
1005;rural settlement;1;3;2;0;0;2
1006;"rural settlement; cult site?";1;7;5;0;0;4
1007;rural settlement;1;7;5;0;0;4
1008;rural settlement;1;6;3;0;0;3
1009;rural settlement;1;5;2;2;0;3
1011;rural settlement;1;6;4;0;0;3
1012;rural settlement;1;5;1;1;0;3
1013;rural settlement?;1;4;1;0;0;2
1014;rural settlement?;1;1;0;0;0;1
1015;rural settlement;1;7;3;2;0;4
1016;rural settlement;2;7;4;0;0;5
1017;rural settlement;1;6;2;0;0;3
1018;rural settlement;1;4;2;0;0;2
1019;rural settlement;1;6;2;0;0;3
1020;rural settlement, stone-built?;4;7;5;0;0;7
1021;rural settlement;1;5;2;1;0;3
1022;rural settlement;3;6;4;3;0;6
1023;rural settlement;3;7;5;4;0;6
1024;burial(s);1;6;4;2;0;
1025;"rural settlement; burial(s)?";2;6;4;0;0;5
1026;rural settlement?;1;1;0;0;0;1
1027;rural settlement;3;7;5;3;0;6
1028;rural settlement;1;7;2;0;0;4
1029;rural settlement;3;6;4;0;0;6
1031;rural settlement;1;5;3;0;0;3
1032;rural settlement;1;5;3;0;0;3
1033;rural settlement;2;7;4;1;0;5
1034;"rural settlement; burial(s)";3;3;2;3;0;6
1035;rural settlement;1;3;2;0;0;2
1036;rural settlement;1;4;2;0;1;2
1038;rural settlement?;2;5;1;0;0;5
1039;rural settlement;2;5;3;2;0;5
1040;"rural settlement; road?";3;3;2;2;0;6
1041;rural settlement, stone-built?;3;6;4;3;1;6
1042;rural settlement;2;5;3;2;0;5
1043;"rural settlement; burial(s)";4;7;5;1;2;7
1044;rural settlement;1;1;0;0;3;1
1045;burial(s);1;5;3;1;0;
1046;rural settlement;2;6;4;2;0;5
1047;burial(s);1;6;2;1;0;
1048;burial(s);1;6;3;0;0;
1049;burial(s);1;6;3;0;0;
1050;burial(s);1;6;1;0;0;
1051;rural settlement;2;7;5;0;0;5
1052;rural settlement;3;7;5;0;0;6
1053;"rural settlement; burial(s)";1;5;3;2;0;3
1054;rural settlement?;1;1;0;0;0;1
1056;"rural settlement, stone-built; burial(s)";4;6;4;2;0;7
1058;"burial(s); rural settlement";3;7;5;1;0;6
1059;burial(s);1;6;3;1;0;
1060;rural settlement;3;6;4;1;0;6
1062;burial(s);1;6;2;0;0;
1063;burial(s);1;6;3;0;0;
1064;rural settlement?;1;1;0;0;0;1
1065;rural settlement;1;6;4;0;0;3
1066;burial(s);1;6;3;0;0;
1067;watchtower;3;6;4;0;0;
1068;burial(s);2;6;3;1;0;
1069;rural settlement;1;6;2;0;0;3
1070;rural settlement?;1;5;1;0;0;3
1071;rural settlement?;1;6;2;0;0;3
1072;rural settlement;2;7;5;1;0;5
1073;rural settlement;1;6;3;0;0;3
1074;"military settlement; pottery kiln(s); burial(s)";4;6;3;3;0;
1075;rural settlement, stone-built;4;7;4;0;0;7
1076;rural settlement, stone-built;4;6;3;1;0;7
1077;castellum?;3;7;5;2;0;
1079;"rural settlement; cult site?";2;6;3;3;1;5
1080;"burial(s); rural settlement?";1;6;4;2;0;3
1081;military settlement?;2;6;4;1;0;
1083;rural settlement?;1;4;1;0;0;2
1084;burial(s);1;5;2;1;0;
1086;burial(s);1;6;2;0;0;
1087;rural settlement;1;3;2;0;0;2
1088;rural settlement;1;5;3;1;0;3
1092;road?;1;1;0;0;0;
1093;burial(s);1;7;5;1;0;
1094;rural settlement;1;7;4;0;0;4
1095;rural settlement?;1;2;1;0;0;1
1096;rural settlement;1;7;5;0;0;4
1097;burial(s);2;6;4;1;0;
1098;"rural settlement; road?";1;4;2;0;0;2
1099;rural settlement;1;4;2;0;0;2
1100;rural settlement;1;6;4;0;0;3
1101;rural settlement;1;6;3;0;0;3
1102;rural settlement;1;5;3;0;0;3
1103;burial(s);1;6;3;0;0;
1104;rural settlement, stone-built;4;6;2;1;0;7
1105;burial(s);1;6;2;0;0;
1106;rural settlement?;1;5;2;0;0;3
1108;"rural settlement; burial(s)";1;5;3;3;0;3
1109;burial(s);4;6;4;1;0;
1110;burial(s);1;6;1;0;0;
1111;rural settlement;3;7;5;0;0;6
1115;road?;1;1;0;0;0;
1116;rural settlement;1;3;2;0;0;2
1117;burial(s);1;6;4;1;0;
1118;burial(s);2;6;2;1;0;
1119;"civil settlement?; burial(s)";4;7;5;3;2;
1120;rural settlement?;1;6;4;0;0;3
1121;rural settlement;2;6;3;0;0;5
1122;rural settlement;1;4;1;0;0;2
1123;rural settlement, stone-built?;4;7;5;3;0;7
1124;"rural settlement, stone-built; burial(s)";4;7;5;3;0;7
1125;rural settlement;1;6;3;0;0;3
1126;rural settlement?;1;5;1;0;0;3
1127;rural settlement;1;5;3;0;0;3
1128;rural settlement;2;7;5;1;0;5
1130;rural settlement;1;7;4;1;0;4
1131;rural settlement;1;7;5;1;0;4
1132;rural settlement;1;5;3;0;0;3
1133;rural settlement;2;6;3;1;0;5
1135;rural settlement;1;4;2;1;0;2
1136;rural settlement;1;5;3;1;0;3
1138;rural settlement;1;5;3;0;0;3
1139;rural settlement;2;3;2;0;0;2
1140;burial(s);1;6;3;0;0;
1141;burial(s);1;3;2;0;0;
1142;burial(s);1;6;1;0;0;
1143;rural settlement;3;7;3;0;0;6
1144;rural settlement;1;7;3;0;0;4
1145;rural settlement;1;3;1;0;0;2
1146;rural settlement;1;6;1;0;0;3
1147;burial(s);1;6;4;0;0;
1148;"rural settlement; burial(s)";4;6;4;2;5;7
1149;burial(s);1;3;1;0;0;
1151;rural settlement;1;3;1;0;0;2
1152;rural settlement;3;7;5;0;0;6
1153;burial(s);1;6;3;0;0;
1154;"burial(s); rural settlement";3;7;5;2;3;6
1155;burial(s);1;6;3;0;0;
1156;rural settlement?;2;4;2;0;0;2
1158;rural settlement;1;4;2;0;0;2
1159;rural settlement;1;6;2;0;0;3
1160;rural settlement;3;7;5;1;0;6
1162;road;1;1;0;0;0;
1163;rural settlement;1;4;1;0;0;2
1164;rural settlement;2;7;3;0;0;5
1166;rural settlement;2;2;1;0;0;1
1168;rural settlement;4;3;2;3;0;7
1169;rural settlement;1;5;3;3;3;3
1170;rural settlement;1;7;5;2;1;4
1171;cult site?;1;1;0;0;0;
1172;rural settlement;2;3;2;2;3;2
1173;rural settlement, stone-built?;3;3;2;0;0;6
1176;burial(s);3;7;5;3;0;
1177;civil settlement;3;7;5;3;0;
1178;rural settlement;1;3;2;0;1;2
1179;rural settlement;1;3;2;0;0;2
1180;watchtower?;3;7;5;2;0;
2001;burial(s)?;3;3;1;0;0;
2003;rural settlement?;1;1;0;0;0;1
2004;rural settlement?;2;5;2;0;0;5
2005;burial(s)?;1;1;0;0;0;
2006;rural settlement?;2;7;2;0;0;5
2007;rural settlement?;1;1;0;0;0;1
2008;rural settlement;1;3;2;0;0;2
2009;rural settlement;2;7;4;2;0;5
2010;burial(s);1;1;0;1;0;
2011;watchtower;1;1;0;0;0;
2012;rural settlement;3;3;2;0;0;6
2013;rural settlement;1;5;2;0;0;3
2014;rural settlement?;1;2;1;0;0;1
2015;rural settlement;1;5;2;0;0;3
2016;rural settlement;1;6;4;0;0;3
2017;burial(s);1;6;4;1;0;
2018;road;1;1;0;0;0;
2019;rural settlement;1;2;1;0;0;1
2020;rural settlement;1;4;1;0;0;2
2021;rural settlement;1;2;1;0;0;1
2022;rural settlement;1;5;3;1;0;3
2023;rural settlement;1;4;2;0;0;2
2024;rural settlement;1;5;2;0;0;3
2025;"rural settlement; road";1;5;3;2;0;3
2026;rural settlement;1;2;1;0;0;1
2027;rural settlement;1;3;2;0;0;2
2028;rural settlement;1;5;2;0;0;3
2029;rural settlement;1;5;3;0;0;3
2030;rural settlement;1;5;2;0;0;3
2031;rural settlement;1;2;1;0;0;1
2033;rural settlement?;1;2;1;0;0;1
2034;rural settlement;1;2;1;0;0;1
2035;rural settlement;1;2;1;2;0;1
2036;rural settlement;1;2;1;0;0;1
2037;rural settlement;1;2;1;1;0;1
2038;rural settlement;1;2;1;1;0;1
2039;rural settlement;1;2;1;1;0;1
2040;rural settlement?;1;4;2;1;0;2
2041;rural settlement;1;2;1;0;0;1
2042;rural settlement;1;3;2;1;0;2
2043;"burial(s); rural settlement?";1;6;4;2;0;3
2044;"rural settlement; burial(s)";2;6;3;2;1;5
2045;rural settlement;1;4;2;0;0;2
2046;"burial(s); rural settlement?";1;2;1;0;0;1
2047;rural settlement;1;4;2;0;0;2
2048;rural settlement;1;4;2;1;0;2
2049;rural settlement;1;2;1;1;0;1
2050;rural settlement;1;4;2;1;0;2
2051;rural settlement;1;3;2;2;0;2
2052;rural settlement;1;4;2;0;0;2
2053;rural settlement;1;5;3;3;0;3
2054;rural settlement?;1;1;0;0;0;1
2055;"rural settlement?; ford?";1;7;2;0;0;4
2056;burial(s);1;6;4;3;0;
2057;rural settlement;1;5;3;0;0;3
2058;rural settlement;1;3;1;1;0;2
2061;burial(s);1;6;2;1;0;
2062;rural settlement;1;5;3;1;0;3
2063;rural settlement;1;7;5;1;0;4
2064;rural settlement;1;5;3;0;0;3
2065;rural settlement;2;6;3;2;0;5
2066;rural settlement;1;7;5;3;0;4
2067;rural settlement?;1;7;5;1;0;4
2068;rural settlement?;1;1;0;0;0;1
2069;road;3;1;0;0;0;
2070;rural settlement;1;6;1;0;0;3
2071;rural settlement;1;5;3;0;0;3
2072;rural settlement;1;4;2;0;0;2
2073;"rural settlement?; burial(s)";2;7;5;1;2;5
2074;rural settlement;1;6;4;0;0;3
2075;road;2;5;3;0;0;
2076;road;3;5;3;0;0;
2077;rural settlement?;1;2;1;0;0;1
2078;"rural settlement; burial(s)?";3;6;4;0;0;6
2079;deposit;1;1;0;1;0;
2080;"rural settlement?; burial(s)";1;5;2;0;0;3
2082;burial(s)?;1;6;4;0;0;
2083;rural settlement;1;5;2;0;0;3
2084;rural settlement?;1;3;2;0;0;2
2086;rural settlement?;1;5;2;0;0;3
2087;rural settlement?;1;4;2;0;0;2
2088;rural settlement;1;7;5;2;2;4
2089;rural settlement;1;6;3;0;0;3
2091;rural settlement;2;7;4;0;0;5
2092;rural settlement;3;2;1;0;0;6
2093;burial(s)?;1;5;1;0;0;
2095;rural settlement;3;7;5;2;0;6
2096;rural settlement;1;2;1;0;0;1
2097;rural settlement;3;4;2;0;0;6
2098;rural settlement;3;6;3;0;0;6
2099;rural settlement;1;5;3;0;0;3
2100;rural settlement;1;3;2;0;0;2
2102;rural settlement?;1;6;2;0;0;3
2103;rural settlement;3;7;3;0;0;6
2104;burial(s);1;5;3;0;0;
2105;rural settlement;1;3;1;0;0;2
2106;"rural settlement; cult site?; burial(s)";4;7;5;2;1;7
2107;rural settlement;1;7;4;2;1;4
2108;rural settlement?;3;5;1;0;0;6
2109;deposit?;1;1;0;1;0;
2110;military settlement?;3;3;1;0;0;
2111;rural settlement;1;3;1;0;0;2
2112;rural settlement;2;7;4;0;0;5
2113;rural settlement?;1;2;1;0;0;1
2114;rural settlement?;1;4;2;0;0;2
2115;rural settlement?;2;2;1;0;0;1
2116;rural settlement;1;7;5;2;0;4
2117;rural settlement;3;7;4;0;0;6
2118;rural settlement;1;2;1;0;0;1
2119;deposit;1;6;1;1;0;
2120;rural settlement;1;7;3;0;0;4
2121;rural settlement;1;5;1;0;0;3
2122;rural settlement?;1;5;3;1;0;3
2123;rural settlement;1;2;1;0;0;1
2124;rural settlement;3;6;4;0;0;6
2125;rural settlement;1;2;1;0;0;1
2126;rural settlement;1;2;1;0;0;1
2127;burial(s);1;3;2;1;0;
2128;burial(s);1;1;0;0;0;
2129;rural settlement;1;5;3;0;0;3
2130;road;2;3;2;0;0;
2131;burial(s);1;3;2;0;0;
2132;rural settlement;1;3;1;1;0;2
2133;road;1;1;0;0;0;
2134;road;1;1;0;0;0;
2135;rural settlement;1;1;0;0;0;1
2136;"civil settlement; castellum; burial(s); road";4;6;3;1;0;
2137;burial(s);2;6;2;3;0;
2138;burial(s);3;6;2;1;0;
2139;burial(s);2;5;3;0;0;
2140;civil settlement;1;1;0;0;0;
2141;civil settlement;2;1;0;1;0;
2142;"rural settlement; road?";3;1;0;0;0;6
2143;burial(s);1;1;0;0;0;
2144;"rural settlement; burial(s)?";2;7;4;0;0;5
2145;rural settlement;1;4;2;0;0;2
2146;rural settlement;3;2;1;0;0;6
2147;rural settlement;1;3;2;0;0;2
2148;aquaduct?;1;1;0;0;0;
2149;aquaduct?;1;1;0;0;0;
2150;aquaduct?;1;1;0;0;0;
2151;aquaduct?;1;1;0;0;0;
2152;aquaduct?;1;1;0;0;0;
2153;aquaduct?;1;1;0;0;0;
2154;aquaduct?;1;1;0;0;0;
2155;rural settlement;1;5;3;1;0;3
2156;rural settlement;1;3;2;0;0;2
2157;rural settlement?;1;2;1;0;0;1
2159;cult site;1;3;2;3;0;
2160;rural settlement?;1;2;1;0;0;1
2161;rural settlement;1;4;1;2;0;2
2162;rural settlement;1;5;3;0;0;3
2163;rural settlement;1;3;2;0;0;2
2164;rural settlement;1;2;1;0;0;1
2165;rural settlement;1;3;2;0;0;2
2166;rural settlement;2;3;1;0;1;2
2167;"rural settlement; burial(s); cult site";2;6;4;1;5;5
2168;rural settlement;1;1;0;0;2;1
2169;rural settlement;1;4;2;0;0;2
2170;rural settlement;1;6;4;0;0;3
2171;rural settlement?;1;1;0;0;0;1
2172;"civil settlement?; burial(s)";1;6;3;4;0;
2173;rural settlement;2;6;3;1;0;5
2174;rural settlement;1;4;2;0;0;2
2175;rural settlement?;1;7;4;0;0;4
2176;rural settlement;4;6;3;1;0;7
2177;rural settlement;1;1;0;1;0;1
2178;rural settlement;1;6;3;0;0;3
2179;rural settlement;1;5;3;0;0;3
2180;rural settlement;1;5;2;1;0;3
2181;rural settlement?;2;6;4;0;0;5
2182;rural settlement?;1;5;1;0;0;3
2183;rural settlement?;1;1;0;0;0;1
2184;rural settlement?;1;1;0;0;0;1
2185;rural settlement?;1;6;3;2;0;3
2186;rural settlement?;1;1;0;1;0;1
2187;rural settlement?;1;1;0;1;0;1
2189;cult place?;1;5;3;0;0;
2190;rural settlement?;1;1;0;3;0;1
3002;rural settlement;1;2;1;0;0;1
3003;rural settlement;1;2;1;0;0;1
3007;rural settlement;1;2;1;0;0;1
3009;rural settlement;1;2;1;0;0;1
3011;rural settlement;1;3;2;0;0;2
3016;rural settlement;1;7;5;0;0;4
3017;rural settlement;2;2;1;0;0;1
3018;rural settlement;3;2;1;0;0;6
3019;rural settlement;1;3;2;0;0;2
3021;rural settlement;1;5;2;0;0;3
3025;rural settlement;2;3;2;0;2;2
3029;rural settlement;1;3;2;0;0;2
3030;rural settlement;1;5;2;1;0;3
3031;rural settlement;1;2;1;0;0;1
3032;rural settlement;1;3;2;0;0;2
3033;rural settlement;1;2;1;0;0;1
3034;rural settlement;1;2;1;0;0;1
3035;rural settlement;1;2;1;0;0;1
3037;rural settlement;1;6;4;2;0;3
3039;rural settlement;1;6;2;0;0;3
3043;rural settlement;1;2;1;0;0;1
3044;rural settlement;2;6;2;0;1;5
3045;rural settlement;2;3;2;0;0;2
3046;rural settlement;1;2;1;0;0;1
3051;"rural settlement; burial(s); road";3;6;4;2;5;6
3052;rural settlement;1;3;2;0;0;2
3054;"civil settlement; road; harbour?";4;6;4;2;4;
3056;rural settlement;1;3;2;1;0;2
3057;"rural settlement?; burial(s)";1;6;4;3;0;3
3059;rural settlement;1;3;2;0;0;2
3061;rural settlement;1;3;2;0;0;2
3062;rural settlement;1;5;3;1;0;3
3063;rural settlement;3;6;4;3;0;6
3064;rural settlement?;1;3;1;0;0;2
3065;"rural settlement; road";1;7;5;0;0;4
3068;rural settlement;1;3;1;0;0;2
3069;"rural settlement; road?";2;4;2;0;0;2
3070;"rural settlement; road";3;5;3;2;0;6
3071;"rural settlement; jetty?; road";3;7;5;0;0;6
3072;rural settlement;2;7;5;0;0;5
3073;road;2;5;3;0;0;
3074;"rural settlement; road";3;6;4;3;0;6
3076;rural settlement?;1;5;3;0;0;3
3080;rural settlement;1;3;2;0;0;2
3081;rural settlement;1;3;2;0;1;2
3082;"civil settlement; mini-castellum; burial(s)";2;6;4;3;0;
3083;rural settlement?;1;1;0;0;0;1
3084;rural settlement?;1;3;2;0;0;2
3085;rural settlement?;1;2;1;0;0;1
3086;rural settlement;1;2;1;0;0;1
3087;rural settlement;1;3;2;1;0;2
3089;rural settlement;3;7;5;1;1;6
3090;burial(s)?;1;1;0;0;0;
3091;rural settlement;1;5;3;0;0;3
3092;rural settlement, stone-built;3;2;1;0;0;6
3093;rural settlement?;1;7;3;0;0;4
3094;rural settlement;1;1;0;0;1;1
3095;rural settlement;1;1;0;0;0;1
3096;rural settlement;4;7;5;3;5;7
3097;rural settlement;4;7;5;1;1;7
3098;rural settlement?;1;1;0;0;0;1
3099;rural settlement;4;7;5;2;5;7
3100;rural settlement;1;3;2;0;1;2
3101;"rural settlement; burial(s)";3;6;4;1;2;6
3102;"rural settlement; burial(s)?";4;6;4;2;0;7
3103;"rural settlement; burial(s)?";2;6;4;1;2;5
3104;rural settlement;2;6;3;1;0;5
3105;"rural settlement; burial(s); cult place?";1;6;4;1;4;3
3107;rural settlement;1;3;2;0;0;2
3108;rural settlement?;1;3;2;0;0;2
3110;rural settlement;1;7;4;2;0;4
3111;rural settlement;2;7;5;2;0;5
3112;rural settlement?;1;6;2;0;0;3
3113;"rural settlement; road";3;5;3;0;0;6
3117;rural settlement?;1;5;2;0;0;3
3119;rural settlement;2;5;3;0;0;5
3120;rural settlement?;1;2;1;0;0;1
3121;rural settlement;2;4;2;0;0;2
3125;"rural settlement; road";3;6;4;1;0;6
3126;rural settlement?;1;1;0;0;0;1
3128;rural settlement;3;7;4;0;0;6
3129;rural settlement;2;6;2;0;0;5
3132;"castellum?; civil settlement?";1;1;0;0;0;
3137;"rural settlement; military settlement";2;6;3;1;1;5
3141;rural settlement;1;2;1;0;0;1
3143;rural settlement;3;6;3;0;0;6
3145;rural settlement?;1;2;1;0;0;1
3146;rural settlement;1;1;0;0;0;1
3147;"rural settlement?; burial(s)?";1;5;2;0;0;3
3148;civil settlement?;2;6;2;0;0;
3152;road;2;5;3;0;0;
3153;civil settlement?;1;1;0;0;0;
3154;"rural settlement; road";1;2;1;2;0;1
3155;rural settlement?;1;5;3;0;0;3
3156;rural settlement;1;2;1;0;0;1
3157;rural settlement;1;5;2;0;0;3
3158;rural settlement?;1;1;0;0;0;1
3159;"rural settlement; road";1;3;2;1;0;2
3160;rural settlement;1;2;1;2;0;1
3161;rural settlement;1;2;1;0;0;1
3162;civil settlement;3;6;1;1;0;
3163;rural settlement;2;7;4;1;0;5
3164;"mini-castellum; watchtower; horrea; civil settlement; burial(s); road";1;3;1;0;0;
3165;"harbour; road; civil settlement; burial(s)";2;6;4;2;0;
3166;"civil settlement; burial(s); road";3;7;5;2;0;
3167;"civil settlement; burial(s)";4;7;5;3;0;
3168;"civil settlement; harbour; burial(s); road; shipwreck(s)";4;7;5;3;4;
3169;"civil settlement; bridge";4;6;4;0;0;
3170;"civil settlement; harbour; road";4;7;4;2;0;
3171;"civil settlement; road; burial(s); harbour; shipwreck(s)";2;6;4;1;0;
3172;rural settlement;3;5;3;1;2;6
3173;"rural settlement; burial(s)?; cult place";4;7;5;1;0;7
3174;"rural settlement; road";2;3;2;1;1;2
3175;"town; harbour; canal";4;7;5;3;0;
3176;civil settlement;3;7;5;2;0;
4001;rural settlement?;1;3;1;0;0;2
4002;rural settlement?;1;3;2;0;0;2
4003;rural settlement?;1;3;2;0;0;2
4004;rural settlement;1;3;2;1;0;2
4005;"road; civil / rural settlement?";2;7;4;0;0;5
4006;civil settlement?;2;6;3;0;0;
4009;"road?; military settlement?";2;1;0;0;0;
4010;road;1;1;0;0;0;
4011;road;1;3;1;0;0;
4012;road;1;1;0;0;0;
4013;road;3;1;0;0;0;
4016;"2 watchtowers; road";2;5;1;0;0;
4017;"rural settlement?; cult site?";2;7;2;3;0;5
4018;"burial(s); road";1;1;0;0;0;
4019;"rural settlement; military settlement; road";2;3;2;0;0;2
4020;canal;1;1;0;0;0;
4021;castellum;4;6;3;2;0;
4022;castellum;3;7;5;2;0;
4023;castellum;3;7;5;1;0;
4025;road;3;7;5;1;0;
4027;road;2;5;2;0;0;
4028;road;1;1;0;0;0;
4029;road;1;1;0;0;0;
4030;road;1;1;0;0;0;
4031;road;1;1;0;0;0;
4033;road;1;1;0;0;0;
4034;road;1;1;0;0;0;
4035;road;1;1;0;0;0;
4036;road;1;1;0;0;0;
4037;road;1;1;0;0;0;
4038;road;1;1;0;0;0;
4039;road;1;1;0;0;0;
4040;road;1;1;0;0;0;
4041;road;3;1;0;0;0;
4043;road;3;1;0;0;0;
4044;road;1;1;0;0;0;
4045;road;1;1;0;0;0;
4046;road?;1;1;0;0;0;
4047;road;1;1;0;0;0;
4048;road;1;6;1;0;0;
4049;road?;1;1;0;0;0;
4050;road;1;1;0;0;0;
4051;road?;3;1;0;0;0;
4052;road;1;1;0;0;0;
4053;road;1;5;3;0;0;
4054;road;2;6;3;0;0;
4055;road?;1;1;0;0;0;
4056;road;1;1;0;0;0;
4057;road;1;3;1;0;0;
4058;road;1;1;0;0;0;
4059;road;1;1;0;0;0;
4060;road;1;2;1;0;0;
4061;road;1;1;0;0;0;
4062;road;1;1;0;0;0;
4063;road;1;1;0;0;0;
4064;castellum;4;6;4;2;0;
4065;"canal; harbour";3;5;3;1;0;
4066;castellum;4;7;5;2;0;
4070;road;3;1;0;0;0;
4071;"rural settlement; burial(s); road";1;1;0;1;3;1
4072;rural settlement;3;7;5;2;4;6
4073;rural settlement;1;6;4;2;0;3
4074;"rural settlement; burial(s)";2;6;4;1;3;5
4075;rural settlement;2;6;3;2;0;5
4076;rural settlement;1;6;3;1;0;3
4077;rural settlement;1;7;5;0;0;4
4078;rural settlement;1;6;4;2;0;3
4079;rural settlement;3;7;5;2;0;6
4080;rural settlement;2;7;5;1;0;5
4081;rural settlement;2;6;4;0;0;5
4082;burial(s);1;6;4;0;0;
4083;"rural settlement, stone-built; burial(s)?";3;7;5;1;0;6
4084;rural settlement;1;5;2;0;0;3
4085;rural settlement;3;6;4;0;0;6
4086;"rural settlement; road";3;6;4;1;2;6
4087;rural settlement;1;6;4;1;0;3
4088;burial(s);1;7;4;0;0;
4089;"rural settlement; road?; canal?";2;6;3;0;0;5
4090;rural settlement;3;6;3;1;0;6
4091;cult site?;1;5;3;1;0;
4092;"rural settlement, stone-built?; burial(s)";4;7;5;4;5;7
4093;rural settlement;4;7;5;2;0;7
4094;"rural settlement; road?";1;6;4;2;3;3
4095;rural settlement;4;7;5;1;0;7
4096;rural settlement;1;5;3;0;1;3
4097;rural settlement;1;7;4;0;0;4
4098;rural settlement?;1;5;2;0;0;3
4099;rural settlement?;3;6;2;0;0;6
4100;"rural settlement?; road?";3;3;1;0;0;6
4101;rural settlement;1;6;4;1;0;3
4102;rural settlement;1;1;0;0;0;1
4103;rural settlement;1;6;4;1;0;3
4104;rural settlement?;1;1;0;0;0;1
4105;rural settlement;1;3;2;1;2;2
4106;rural settlement?;1;5;2;0;0;3
4107;rural settlement?;1;1;0;0;0;1
4108;rural settlement?;1;4;2;0;0;2
4109;rural settlement;1;5;2;0;0;3
4110;"rural settlement; burial(s)";2;7;5;3;0;5
4111;rural settlement?;1;5;2;0;0;3
4112;rural settlement?;1;1;0;0;0;1
4113;rural settlement;1;6;4;0;0;3
4114;rural settlement;2;6;4;1;4;5
4115;rural settlement;1;7;5;1;0;4
4116;rural settlement;2;4;1;0;0;2
4117;rural settlement;2;6;3;0;0;5
4118;rural settlement;1;7;5;1;1;4
4119;rural settlement;1;6;4;1;0;3
4120;rural settlement;1;5;3;1;0;3
4121;rural settlement;1;5;3;1;0;3
4122;"rural settlement; waterworks";2;5;3;2;1;5
4123;"rural settlement; waterworks";2;5;2;0;0;5
4124;rural settlement;1;6;4;1;3;3
4125;waterworks;1;5;3;0;0;
4126;rural settlement;1;5;3;1;0;3
4127;rural settlement;1;4;2;0;1;2
4128;rural settlement;1;5;3;0;0;3
4129;rural settlement;1;2;1;0;0;1
4130;rural settlement?;1;5;3;0;0;3
4131;rural settlement;1;5;1;0;1;3
4132;rural settlement;1;2;1;2;0;1
4133;rural settlement?;1;3;2;2;0;2
4134;rural settlement?;1;5;2;0;0;3
4135;rural settlement;1;3;1;1;3;2
4136;rural settlement;1;1;0;0;0;1
4137;rural settlement;1;1;0;0;0;1
4138;rural settlement?;1;1;0;0;0;1
4139;rural settlement?;1;1;0;0;0;1
4140;"rural settlement; road?";1;3;1;1;2;2
4141;rural settlement?;1;1;0;0;0;1
4142;rural settlement?;1;1;0;0;0;1
4143;rural settlement;1;3;2;1;3;2
4144;rural settlement;3;7;5;1;1;6
4145;rural settlement?;1;6;3;1;0;3
4146;rural settlement?;1;7;5;1;0;4
4147;rural settlement;2;7;4;1;0;5
4148;rural settlement;1;5;3;1;0;3
4149;"rural settlement; road?";2;6;3;0;0;5
4150;rural settlement?;1;4;1;0;0;2
4151;"rural settlement; cult site?";3;7;5;2;0;6
4152;"rural settlement; burial(s)";3;7;5;4;0;6
4153;rural settlement;1;7;5;1;0;4
4154;rural settlement;1;6;2;1;0;3
4155;rural settlement;2;7;5;3;0;5
4156;rural settlement;3;6;3;2;0;6
4157;rural settlement;1;6;2;0;0;3
